"claim_amount","age","kids_driven","homekids","years_on_job","income","parent","home_value","marriage_status","gender","education","occupation","travel_time","car_use","bluebook","total_insurable_value","car_type","red_car","old_claim","claim_frequency","revoked","mvr_points","car_age","claim_flag","urbanicity"
4402,36,0,0,0,0,"No",68436,"No","F","PhD","Home Maker",62,"Private",2680,6,"Sports Car","no",0,0,"No",0,21,1,"Highly Urban/ Urban"
5722,54,0,0,8,55742,"No",186013,"Yes","F","High School","Blue Collar",52,"Commercial",15810,10,"SUV","no",9718,3,"Yes",2,9,1,"Highly Urban/ Urban"
6220,54,0,0,14,81438,"No",0,"No","F","Masters","Lawyer",39,"Private",15040,4,"Sports Car","no",0,0,"No",0,16,1,"Highly Urban/ Urban"
3879,58,0,0,12,69282,"No",295989,"Yes","M","Bachelors","Professional",47,"Private",10520,6,"Pickup","no",1142,1,"No",0,13,1,"Highly Urban/ Urban"
2962,42,1,2,10,36230,"Yes",158234,"No","F","<High School","Blue Collar",42,"Private",6480,4,"SUV","no",9773,2,"No",1,5,1,"Highly Urban/ Urban"
5378,42,1,1,12,71686,"Yes",0,"No","F","Bachelors","Professional",37,"Private",12870,10,"Sports Car","no",5982,2,"No",2,10,1,"Highly Urban/ Urban"
2044,33,0,0,9,69641,"No",230290,"No","M","Bachelors","Blue Collar",33,"Commercial",22680,1,"Panel Truck","yes",1712,4,"No",2,15,1,"Highly Urban/ Urban"
835,28,0,0,9,13410,"No",0,"Yes","M","High School","Student",27,"Private",4500,7,"Pickup","no",5575,2,"No",2,10,1,"Highly Urban/ Urban"
2931,42,0,1,11,200928,"No",513817,"Yes","M","PhD","Manager",25,"Commercial",5600,1,"Pickup","no",4020,1,"No",2,14,1,"Highly Urban/ Urban"
4578,30,0,2,11,13490,"No",95447,"Yes","M","High School","Student",5,"Commercial",5850,10,"Pickup","no",31401,3,"Yes",1,1,1,"Highly Urban/ Urban"
2982,33,0,1,12,92060,"Yes",0,"No","F","Bachelors","Professional",24,"Private",14010,5,"SUV","no",0,0,"No",0,10,1,"Highly Urban/ Urban"
6331,57,0,0,13,27281,"No",198619,"Yes","F","High School","Home Maker",24,"Private",22470,4,"SUV","no",0,0,"Yes",1,1,1,"Highly Urban/ Urban"
9270,50,0,0,3,87719,"No",0,"No","M","Bachelors","Blue Collar",20,"Commercial",9160,17,"Minivan","no",0,0,"Yes",2,9,1,"Highly Urban/ Urban"
5040,40,0,0,11,32265,"No",0,"No","F","High School","Clerical",46,"Private",8730,3,"Minivan","no",3979,1,"No",7,1,1,"Highly Urban/ Urban"
4539,56,0,0,13,44320,"No",166535,"Yes","F","Bachelors","Clerical",48,"Commercial",12160,1,"Pickup","no",3211,1,"No",7,15,1,"Highly Urban/ Urban"
2408,42,0,2,14,73694,"No",224623,"Yes","F","Bachelors","Professional",37,"Private",5730,1,"SUV","no",0,0,"Yes",0,11,1,"Highly Urban/ Urban"
2697,45,2,3,9,44786,"No",175534,"Yes","F","High School","Clerical",5,"Private",10480,13,"SUV","no",0,0,"No",2,1,1,"Highly Urban/ Urban"
2233,41,1,1,11,182782,"Yes",0,"No","M","PhD","",36,"Commercial",23880,3,"Panel Truck","no",5639,2,"Yes",5,14,1,"Highly Urban/ Urban"
4214,28,0,4,12,94675,"Yes",291876,"No","M","Masters","",47,"Private",10320,6,"Pickup","no",0,0,"No",3,17,1,"Highly Urban/ Urban"
5835,57,0,1,0,0,"No",83843,"Yes","F","<High School","Home Maker",36,"Private",9180,1,"SUV","no",2933,2,"No",8,1,1,"Highly Urban/ Urban"
1418,40,2,3,16,96613,"Yes",296274,"No","F","Bachelors","Professional",30,"Private",24010,1,"Minivan","no",4426,2,"No",3,5,1,"Highly Urban/ Urban"
2439,53,0,0,11,27045,"No",161922,"Yes","M","Bachelors","Clerical",54,"Commercial",6800,6,"Pickup","no",6523,3,"No",4,7,1,"Highly Urban/ Urban"
1062,48,0,0,11,75984,"No",0,"No","F","High School","Blue Collar",42,"Commercial",37310,1,"Sports Car","no",40386,3,"Yes",1,2,1,"Highly Urban/ Urban"
3338,38,0,0,9,57890,"No",0,"No","F","Bachelors","Clerical",19,"Commercial",25280,1,"Pickup","no",0,0,"Yes",2,13,1,"Highly Urban/ Urban"
4312,44,0,2,14,26377,"Yes",169045,"No","M","High School","Clerical",30,"Private",8540,1,"Minivan","yes",4236,3,"No",3,1,1,"Highly Urban/ Urban"
2569,24,0,1,7,6862,"Yes",0,"No","F","Bachelors","Clerical",38,"Private",2190,1,"SUV","yes",11226,1,"No",4,9,1,"Highly Urban/ Urban"
10900,57,0,0,12,210811,"No",0,"No","M","Masters","",7,"Commercial",28280,1,"Panel Truck","yes",3542,1,"No",4,17,1,"Highly Urban/ Urban"
8809,42,2,3,17,28916,"No",115937,"Yes","F","<High School","Clerical",43,"Private",8300,4,"Sports Car","no",958,1,"No",4,7,1,"Highly Urban/ Urban"
7551,34,0,3,9,23439,"No",113409,"Yes","F","High School","Clerical",38,"Private",7240,4,"Minivan","no",0,0,"Yes",1,6,1,"Highly Urban/ Urban"
3771,41,1,2,15,105563,"No",306854,"Yes","F","Masters","Lawyer",23,"Private",27520,7,"Pickup","no",35585,2,"Yes",0,18,1,"Highly Urban/ Urban"
2668,50,0,0,0,0,"No",0,"No","F","High School","Home Maker",37,"Private",6500,3,"Sports Car","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
4488,43,0,1,8,23921,"Yes",0,"No","F","High School","Clerical",25,"Private",14070,21,"Sports Car","no",3805,1,"No",2,1,1,"Highly Urban/ Urban"
5811,45,1,1,10,36365,"Yes",0,"No","M","High School","Clerical",48,"Private",20010,4,"Minivan","no",0,0,"No",3,8,1,"Highly Urban/ Urban"
890,36,2,2,10,35990,"Yes",0,"No","M","High School","Clerical",34,"Private",13840,6,"Minivan","yes",10310,1,"No",3,1,1,"Highly Rural/ Rural"
6755,35,0,2,10,99325,"Yes",253542,"No","F","Bachelors","Blue Collar",40,"Commercial",20870,9,"SUV","no",1994,2,"No",3,15,1,"Highly Urban/ Urban"
5455,43,0,0,9,215536,"No",525566,"Yes","M","PhD","",38,"Commercial",36390,6,"Panel Truck","yes",0,0,"No",1,13,1,"Highly Urban/ Urban"
6849,50,0,0,9,180783,"No",486015,"Yes","F","PhD","",42,"Commercial",36690,1,"Van","no",0,0,"No",1,16,1,"Highly Urban/ Urban"
1909,38,0,0,11,71263,"No",193720,"Yes","F","Bachelors","Blue Collar",34,"Commercial",14980,9,"SUV","no",29447,1,"Yes",0,9,1,"Highly Urban/ Urban"
20540,33,0,2,14,58973,"No",197613,"Yes","M","High School","Blue Collar",26,"Commercial",10580,1,"Pickup","yes",0,0,"No",1,1,1,"Highly Urban/ Urban"
7443,36,1,1,11,109631,"No",277683,"Yes","F","Bachelors","Blue Collar",15,"Commercial",29960,10,"Minivan","no",0,0,"No",0,12,1,"Highly Urban/ Urban"
962,35,0,2,13,8746,"No",127941,"Yes","F","High School","Blue Collar",50,"Commercial",5370,1,"SUV","no",0,0,"No",6,1,1,"Highly Urban/ Urban"
4439,49,0,0,0,0,"No",0,"No","F","Bachelors","Home Maker",52,"Private",6400,3,"SUV","no",0,0,"No",5,9,1,"Highly Urban/ Urban"
2303,40,0,1,13,37958,"Yes",0,"No","M","Bachelors","Clerical",45,"Private",13890,4,"Minivan","no",15849,1,"Yes",0,10,1,"Highly Urban/ Urban"
2553,41,0,0,9,18939,"No",0,"No","M","<High School","Blue Collar",50,"Private",5600,1,"Minivan","no",41669,3,"Yes",1,1,1,"Highly Urban/ Urban"
22180,38,0,0,11,48207,"No",179539,"No","F","High School","Clerical",38,"Private",10120,3,"SUV","no",1842,3,"No",4,8,1,"Highly Urban/ Urban"
2398,32,0,2,0,0,"Yes",0,"No","F","High School","Home Maker",28,"Private",10120,1,"SUV","no",3928,2,"No",1,8,1,"Highly Urban/ Urban"
5600,48,0,0,12,30377,"No",137865,"Yes","F","High School","Blue Collar",29,"Commercial",6300,1,"SUV","no",0,0,"Yes",0,12,1,"Highly Urban/ Urban"
3282,30,0,2,12,106722,"Yes",0,"No","F","Bachelors","Manager",43,"Private",26520,7,"Sports Car","no",0,0,"No",0,13,1,"Highly Urban/ Urban"
3337,43,2,3,14,12284,"No",100519,"Yes","F","High School","Clerical",43,"Private",26710,17,"Pickup","no",0,0,"No",0,7,1,"Highly Urban/ Urban"
20433,42,2,2,8,57379,"Yes",0,"No","F","High School","Blue Collar",37,"Commercial",9420,6,"Sports Car","no",5858,2,"No",2,1,1,"Highly Urban/ Urban"
2804,23,0,3,10,27239,"Yes",0,"No","M","High School","Clerical",53,"Private",6520,3,"Pickup","yes",0,0,"No",5,1,1,"Highly Urban/ Urban"
2088,42,1,3,13,42891,"No",197173,"Yes","F","High School","Clerical",26,"Private",22150,15,"SUV","no",3790,2,"No",0,6,1,"Highly Urban/ Urban"
2479,43,0,0,12,66101,"No",247991,"Yes","F","Masters","Lawyer",42,"Private",12410,1,"SUV","no",0,0,"No",0,14,1,"Highly Urban/ Urban"
4544,26,0,3,11,28726,"No",119210,"Yes","M","High School","Clerical",40,"Private",17370,1,"Van","no",7081,3,"No",0,9,1,"Highly Rural/ Rural"
9863,30,0,0,11,112687,"No",292964,"No","M","High School","Manager",24,"Private",12770,1,"Minivan","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
3971,52,1,1,12,50726,"Yes",220288,"No","M","Bachelors","Manager",12,"Private",1500,7,"Minivan","no",0,0,"No",0,10,1,"Highly Urban/ Urban"
2160,56,0,0,14,63535,"No",0,"No","F","High School","Blue Collar",51,"Commercial",13450,11,"Sports Car","no",30094,4,"Yes",1,4,1,"Highly Urban/ Urban"
1645,57,0,0,10,216985,"No",0,"No","F","PhD","",40,"Commercial",20590,1,"Pickup","no",0,0,"No",5,13,1,"Highly Urban/ Urban"
6418,58,0,0,13,103555,"No",322978,"No","F","Masters","Lawyer",49,"Private",30580,1,"Sports Car","no",0,0,"No",0,17,1,"Highly Rural/ Rural"
4456,48,0,0,9,40408,"No",0,"No","F","High School","Clerical",24,"Private",5540,4,"Sports Car","no",0,0,"Yes",1,1,1,"Highly Urban/ Urban"
3920,31,0,2,7,35053,"Yes",125625,"No","M","High School","Blue Collar",28,"Commercial",12860,10,"Minivan","yes",0,0,"Yes",1,1,1,"Highly Urban/ Urban"
5103,47,0,0,5,68602,"No",0,"No","M","<High School","Blue Collar",36,"Commercial",6200,1,"Pickup","yes",9136,4,"No",2,4,1,"Highly Urban/ Urban"
6879,40,0,3,16,52475,"Yes",0,"No","F","Masters","Lawyer",9,"Private",10750,1,"SUV","no",0,0,"No",3,16,1,"Highly Urban/ Urban"
3288,62,0,0,16,103109,"No",344523,"Yes","M","Masters","Lawyer",41,"Private",11810,1,"SUV","yes",0,0,"No",0,15,1,"Highly Urban/ Urban"
3521,45,0,0,0,0,"No",0,"Yes","F","High School","Student",35,"Private",14500,1,"SUV","no",9063,3,"No",6,9,1,"Highly Urban/ Urban"
4021,35,0,1,12,8276,"No",0,"Yes","F","High School","Student",13,"Commercial",2330,10,"Sports Car","no",0,0,"No",4,7,1,"Highly Urban/ Urban"
29865,41,1,4,8,175783,"Yes",0,"No","F","PhD","",46,"Commercial",21520,11,"Pickup","no",4082,2,"No",4,17,1,"Highly Urban/ Urban"
3755,30,0,1,0,0,"No",0,"Yes","M","High School","Student",21,"Private",4500,1,"Pickup","no",754,1,"No",0,7,1,"Highly Urban/ Urban"
4348,42,0,2,11,68171,"Yes",0,"No","M","Bachelors","Professional",13,"Private",18130,3,"Van","yes",0,0,"No",2,10,1,"Highly Urban/ Urban"
12301,64,0,0,0,0,"No",0,"Yes","M","High School","Student",60,"Private",7900,6,"Sports Car","yes",23432,2,"Yes",9,8,1,"Highly Urban/ Urban"
5297,35,0,2,0,0,"No",59496,"Yes","F","Bachelors","Home Maker",21,"Private",5000,6,"Sports Car","no",4477,1,"No",0,13,1,"Highly Urban/ Urban"
4699,29,0,3,0,0,"Yes",0,"No","F","High School","Student",12,"Commercial",6720,1,"Sports Car","no",52445,3,"Yes",5,6,1,"Highly Urban/ Urban"
6606,49,0,0,12,24513,"No",148422,"Yes","M","<High School","Blue Collar",27,"Private",8850,1,"Minivan","yes",1263,1,"No",1,1,1,"Highly Urban/ Urban"
4799,56,1,2,0,0,"Yes",0,"No","F","<High School","Student",35,"Private",23630,1,"Minivan","no",10612,3,"No",2,8,1,"Highly Urban/ Urban"
3349,39,0,1,11,32188,"No",174247,"Yes","F","High School","Professional",38,"Private",8620,6,"SUV","no",5399,2,"No",4,1,1,"Highly Urban/ Urban"
3581,45,0,1,10,59197,"Yes",0,"No","M","Masters","",61,"Commercial",22690,10,"Panel Truck","no",4940,2,"No",3,8,1,"Highly Urban/ Urban"
2441,39,0,0,16,92117,"No",295537,"Yes","M","High School","Blue Collar",40,"Commercial",14610,7,"Minivan","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
6250,37,0,0,10,55242,"No",183992,"No","M","High School","Blue Collar",30,"Commercial",8700,6,"Pickup","no",33030,2,"Yes",0,1,1,"Highly Urban/ Urban"
3408,53,0,0,13,80023,"No",246532,"Yes","F","Bachelors","Blue Collar",58,"Commercial",20990,4,"Sports Car","no",29379,2,"Yes",5,9,1,"Highly Urban/ Urban"
13042,45,1,2,14,28731,"Yes",0,"No","M","High School","Blue Collar",57,"Commercial",6000,1,"Minivan","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
4814,56,2,2,17,28088,"Yes",154530,"No","M","Bachelors","Clerical",46,"Private",9910,1,"Minivan","yes",1157,1,"No",3,1,1,"Highly Urban/ Urban"
5657,28,0,4,10,10032,"No",0,"Yes","M","Bachelors","Student",13,"Commercial",5850,1,"Pickup","yes",12269,1,"Yes",0,12,1,"Highly Urban/ Urban"
4191,40,0,0,11,49978,"No",240143,"Yes","M","Masters","",40,"Commercial",21160,3,"Van","yes",0,0,"No",2,15,1,"Highly Urban/ Urban"
4815,59,2,2,16,109210,"No",324059,"Yes","F","Masters","Manager",32,"Commercial",21880,6,"Pickup","no",6120,2,"No",6,18,1,"Highly Urban/ Urban"
5501,59,0,0,11,38141,"No",0,"No","M","High School","Blue Collar",43,"Commercial",15080,6,"Minivan","no",9575,1,"No",5,6,1,"Highly Urban/ Urban"
3048,61,0,0,10,9902,"No",103647,"No","F","PhD","Home Maker",31,"Private",8590,6,"Sports Car","no",3175,2,"No",4,10,1,"Highly Urban/ Urban"
1502,29,0,2,14,45299,"No",148600,"Yes","F","High School","Blue Collar",11,"Commercial",8930,7,"SUV","no",5289,1,"No",4,1,1,"Highly Urban/ Urban"
6452,48,0,0,9,49251,"No",180173,"Yes","F","High School","Blue Collar",9,"Commercial",11230,7,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2777,32,0,3,16,28430,"Yes",0,"No","F","High School","Clerical",52,"Private",4340,4,"SUV","no",39168,2,"Yes",4,1,1,"Highly Urban/ Urban"
4678,39,0,0,10,31131,"No",0,"No","M","High School","Clerical",30,"Private",8510,6,"Minivan","yes",37066,2,"Yes",5,13,1,"Highly Urban/ Urban"
4621,35,0,2,9,98918,"Yes",0,"No","M","Bachelors","Professional",27,"Commercial",23740,12,"Panel Truck","yes",0,0,"No",1,9,1,"Highly Urban/ Urban"
3730,34,0,1,13,38307,"No",151790,"Yes","M","High School","Blue Collar",24,"Commercial",5330,1,"Pickup","no",17857,1,"Yes",10,1,1,"Highly Urban/ Urban"
4034,46,0,0,10,88632,"No",258636,"Yes","F","High School","Blue Collar",34,"Commercial",15670,3,"Sports Car","no",7864,3,"No",2,9,1,"Highly Urban/ Urban"
1133,49,0,0,14,45689,"No",250792,"Yes","M","<High School","Blue Collar",42,"Private",10970,4,"Pickup","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
2891,58,0,2,12,146202,"No",473366,"Yes","M","Bachelors","Professional",22,"Private",10320,6,"Pickup","yes",4716,1,"No",0,12,1,"Highly Urban/ Urban"
3411,44,0,0,12,46781,"No",0,"No","F","Bachelors","Professional",29,"Private",17960,11,"SUV","no",6545,1,"No",5,15,1,"Highly Urban/ Urban"
4209,54,1,1,0,0,"No",0,"Yes","F","Bachelors","Student",37,"Private",10600,1,"Sports Car","no",5493,3,"No",1,8,1,"Highly Urban/ Urban"
6027,29,0,1,11,101767,"No",284160,"Yes","F","High School","Blue Collar",48,"Commercial",14580,6,"SUV","no",25433,3,"Yes",1,9,1,"Highly Urban/ Urban"
3295,58,0,0,12,61265,"No",208445,"Yes","F","Masters","Lawyer",49,"Private",3230,10,"SUV","no",0,0,"No",2,9,1,"Highly Urban/ Urban"
3668,33,0,5,16,28395,"No",137268,"Yes","M","High School","Clerical",65,"Commercial",23450,7,"Panel Truck","yes",20060,1,"Yes",2,1,1,"Highly Urban/ Urban"
4895,45,0,0,10,22860,"No",0,"No","M","<High School","Blue Collar",32,"Commercial",11800,1,"Pickup","no",3118,2,"No",1,1,1,"Highly Rural/ Rural"
1029,39,1,1,12,69464,"No",199330,"Yes","M","Masters","Manager",18,"Commercial",5400,1,"Pickup","yes",7940,3,"No",4,15,1,"Highly Urban/ Urban"
5142,42,0,2,14,20586,"No",142997,"Yes","F","<High School","Clerical",47,"Private",7760,4,"SUV","no",0,0,"No",0,1,1,"Highly Rural/ Rural"
4754,39,0,0,14,28830,"No",0,"No","M","<High School","Clerical",50,"Commercial",18930,1,"Van","yes",0,0,"Yes",5,1,1,"Highly Urban/ Urban"
540,23,0,5,14,11666,"No",109363,"Yes","F","<High School","Clerical",26,"Private",5080,6,"Sports Car","no",0,0,"No",4,1,1,"Highly Urban/ Urban"
54928,52,0,0,9,140534,"No",387349,"No","M","Masters","Professional",66,"Commercial",21620,6,"Van","yes",0,0,"No",0,7,1,"Highly Urban/ Urban"
4123,31,0,4,14,48317,"No",133939,"Yes","F","High School","Clerical",15,"Private",1500,1,"Sports Car","no",26686,1,"Yes",1,1,1,"Highly Urban/ Urban"
4809,40,0,0,0,0,"No",0,"No","F","<High School","Home Maker",56,"Private",5260,1,"Sports Car","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
4610,58,0,0,12,71101,"No",266848,"Yes","M","<High School","Blue Collar",40,"Private",14160,1,"Minivan","yes",43052,2,"Yes",6,5,1,"Highly Rural/ Rural"
3850,54,0,0,10,46624,"No",212273,"No","M","Masters","Lawyer",40,"Private",18990,13,"Van","no",0,0,"No",0,13,1,"Highly Urban/ Urban"
1166,37,0,0,8,95502,"No",0,"No","F","Bachelors","Professional",37,"Private",37180,1,"Sports Car","no",1681,1,"No",0,11,1,"Highly Urban/ Urban"
5520,29,0,2,12,54310,"Yes",174139,"No","M","<High School","Clerical",39,"Private",1500,4,"Minivan","no",5419,1,"No",5,6,1,"Highly Urban/ Urban"
3897,54,0,0,11,63027,"No",0,"No","M","Masters","Lawyer",52,"Private",7650,1,"Pickup","yes",6927,2,"No",0,15,1,"Highly Urban/ Urban"
4155,37,0,2,13,4319,"No",0,"Yes","M","High School","Student",36,"Private",9960,6,"Minivan","no",0,0,"No",3,1,1,"Highly Urban/ Urban"
6653,39,1,2,9,24628,"No",195489,"Yes","F","High School","Blue Collar",32,"Commercial",18810,6,"SUV","no",2415,1,"No",3,10,1,"Highly Urban/ Urban"
4209,39,0,0,13,22348,"No",0,"No","F","High School","Clerical",26,"Private",13150,1,"SUV","no",5484,1,"No",0,1,1,"Highly Urban/ Urban"
3626,58,0,0,16,6657,"No",0,"Yes","M","<High School","Student",23,"Commercial",4790,1,"Pickup","no",37285,3,"Yes",4,7,1,"Highly Urban/ Urban"
3332,35,0,1,13,72167,"Yes",0,"No","M","PhD","Doctor",31,"Private",19700,5,"Van","yes",7276,2,"No",7,13,1,"Highly Urban/ Urban"
3760,26,0,1,9,73655,"Yes",0,"No","F","Bachelors","Professional",44,"Commercial",9150,13,"SUV","no",7303,2,"No",5,7,1,"Highly Urban/ Urban"
2856,38,0,2,14,58833,"No",193644,"Yes","M","Bachelors","Blue Collar",41,"Commercial",20750,1,"Minivan","yes",8403,1,"No",6,10,1,"Highly Urban/ Urban"
3242,30,0,0,7,10678,"No",0,"No","M","<High School","Clerical",22,"Commercial",11700,4,"Pickup","yes",7228,1,"No",8,7,1,"Highly Urban/ Urban"
1397,24,0,3,15,13003,"No",104742,"Yes","F","High School","Clerical",38,"Private",1500,6,"SUV","no",3230,2,"No",4,1,1,"Highly Urban/ Urban"
7692,38,2,3,11,145073,"No",406547,"Yes","M","PhD","",15,"Commercial",19810,6,"Van","yes",0,0,"No",0,12,1,"Highly Urban/ Urban"
4007,32,0,1,11,21400,"Yes",0,"No","F","<High School","Clerical",30,"Private",14790,11,"Minivan","no",6373,1,"No",5,1,1,"Highly Urban/ Urban"
1749,22,0,0,10,5442,"No",0,"Yes","M","Bachelors","Student",46,"Commercial",3800,1,"Minivan","yes",30922,2,"Yes",6,1,1,"Highly Urban/ Urban"
4617,38,0,2,10,53532,"Yes",0,"No","F","<High School","Blue Collar",53,"Private",10650,1,"Sports Car","no",6697,3,"No",4,4,1,"Highly Urban/ Urban"
22244,42,0,0,6,82608,"No",0,"No","M","Bachelors","Blue Collar",41,"Commercial",20730,6,"Van","yes",0,0,"No",2,1,1,"Highly Urban/ Urban"
33591,49,0,0,11,13148,"No",159195,"No","M","<High School","Blue Collar",71,"Private",12540,6,"Minivan","yes",0,0,"No",5,8,1,"Highly Urban/ Urban"
4021,27,0,1,9,37130,"Yes",0,"No","F","<High School","Blue Collar",5,"Private",7910,1,"SUV","no",2616,4,"No",1,1,1,"Highly Urban/ Urban"
3762,41,0,0,13,55138,"No",0,"No","F","Bachelors","Blue Collar",29,"Commercial",16880,10,"SUV","no",0,0,"Yes",0,13,1,"Highly Urban/ Urban"
5951,57,0,0,11,114830,"No",0,"No","M","PhD","",26,"Commercial",26900,4,"Panel Truck","no",28321,2,"No",0,13,1,"Highly Urban/ Urban"
1758,65,0,0,0,0,"No",94474,"Yes","F","High School","Home Maker",24,"Private",8000,1,"Sports Car","no",37129,2,"Yes",0,6,1,"Highly Urban/ Urban"
4289,47,0,0,10,57607,"No",0,"No","M","<High School","Blue Collar",24,"Commercial",12970,10,"Minivan","yes",8917,1,"Yes",5,1,1,"Highly Rural/ Rural"
5884,34,0,0,9,31052,"No",116137,"Yes","F","High School","Clerical",63,"Private",13700,5,"SUV","no",0,0,"No",2,7,1,"Highly Urban/ Urban"
1669,51,0,0,11,65979,"No",164614,"Yes","M","High School","Manager",35,"Private",19990,4,"Van","yes",0,0,"No",0,1,1,"Highly Urban/ Urban"
2034,36,0,2,12,39400,"No",152463,"Yes","F","High School","Clerical",54,"Private",5100,1,"SUV","no",0,0,"No",0,1,1,"Highly Urban/ Urban"
2753,37,1,2,0,0,"No",80883,"Yes","F","Bachelors","Home Maker",26,"Private",7070,1,"Sports Car","no",982,3,"No",1,6,1,"Highly Urban/ Urban"
4868,47,0,0,0,0,"No",121454,"Yes","F","Masters","Home Maker",23,"Commercial",23060,17,"Pickup","no",8752,3,"No",0,18,1,"Highly Urban/ Urban"
4389,57,1,1,14,41645,"No",160772,"Yes","M","High School","Professional",23,"Commercial",7200,4,"Pickup","yes",5040,2,"No",0,5,1,"Highly Urban/ Urban"
4451,37,0,0,12,102604,"No",276929,"Yes","M","Bachelors","Professional",38,"Commercial",21620,7,"Van","no",5222,1,"No",2,1,1,"Highly Urban/ Urban"
4699,65,0,0,15,22481,"No",127617,"Yes","F","High School","Clerical",14,"Private",11340,9,"Sports Car","no",33075,1,"Yes",0,1,1,"Highly Urban/ Urban"
4419,52,0,0,7,64531,"No",0,"No","M","Bachelors","Blue Collar",34,"Commercial",6700,10,"Pickup","no",5524,2,"No",2,16,1,"Highly Urban/ Urban"
5497,52,0,0,11,81849,"No",273961,"Yes","F","High School","Blue Collar",56,"Commercial",6700,1,"SUV","no",4235,3,"No",6,1,1,"Highly Urban/ Urban"
3643,37,1,2,7,89343,"Yes",251826,"No","F","Bachelors","Professional",64,"Private",14130,1,"Sports Car","no",6265,2,"No",0,8,1,"Highly Urban/ Urban"
931,34,0,0,5,59972,"No",165806,"No","M","Bachelors","Professional",51,"Commercial",23040,1,"Panel Truck","no",0,0,"No",3,7,1,"Highly Urban/ Urban"
7406,40,2,2,14,12339,"No",107774,"Yes","M","Masters","Manager",47,"Commercial",22310,1,"Van","yes",3816,3,"No",5,15,1,"Highly Urban/ Urban"
3333,38,0,1,0,0,"No",0,"Yes","F","<High School","Student",17,"Private",5850,6,"SUV","no",5090,1,"No",6,8,1,"Highly Rural/ Rural"
8484,29,0,2,13,26413,"No",172043,"Yes","F","High School","Clerical",29,"Commercial",16200,4,"Pickup","no",0,0,"No",1,1,1,"Highly Urban/ Urban"
8162,62,0,0,12,34033,"No",0,"No","M","High School","Blue Collar",69,"Commercial",11100,14,"Sports Car","no",4821,3,"No",7,1,1,"Highly Urban/ Urban"
4026,28,0,2,10,23427,"No",98357,"Yes","F","<High School","Clerical",50,"Private",6640,4,"SUV","no",17308,3,"Yes",6,1,1,"Highly Urban/ Urban"
4027,35,0,1,0,0,"No",0,"Yes","F","High School","Student",53,"Private",11630,1,"SUV","no",9624,2,"No",6,1,1,"Highly Urban/ Urban"
3440,33,0,3,0,0,"Yes",0,"No","F","<High School","Home Maker",34,"Private",7810,1,"Sports Car","no",31379,5,"Yes",5,6,1,"Highly Urban/ Urban"
6111,40,2,2,5,16575,"No",158720,"Yes","M","High School","Clerical",34,"Private",7160,3,"Pickup","yes",0,0,"No",2,1,1,"Highly Urban/ Urban"
27254,29,0,1,9,445,"Yes",97183,"No","F","Bachelors","Home Maker",32,"Private",16060,10,"SUV","no",2555,3,"No",0,13,1,"Highly Urban/ Urban"
